날짜,리뷰
2021.05.31,생각보다 큰 느낌은 아니라 남성분들이 착용했을 땐 작을 수도 있을 것 같아여 전 괜찮았음
2021.05.31,튼튼하고 무난하게 좋아요. 색감도 괜찮고 수납공간도 충분해요
2021.05.31,디자인도 이쁘고 공간도 넉넉해서 잘 매고 다녀요
2021.05.29,너무 크면 어쩌지 했는데 딱 적당하게 커서 전공책 넣기도 좋고 노트북 넣는 부분도 따로 있어서 넣고다니기 좋아요!
2021.05.29,사이즈는 생각했던것보다 작아요 빅스튜던트보다 작은 적도입니다 수납은 꽤 넉넉하게 들어갑니다 이뻐요
2021.05.29,"예쁘고 다 좋은데 가방 형태가 잘 안잡힐때가 있는점, 너무 흔한 가방인거가 아쉽네요"
2021.05.24,심플하게 이쁘고 수납공간도 잘되있어서 매우 만족합니다~
2021.05.20,"가격대비에.싸고 좋아요
잘이용하고잇어요
좋아요"
2021.05.15,크지도 작지도 않아서 너무 만족합니다. 색상도 마음에 들어요
2021.05.10,생각보다 위아래 길이는 짧고 넓이는 넓은 기분 그리고 가벼움
2021.05.07,생각보다 많이 작고 맸을때 핏도 예상과 많이 달라서 실망스럽긴 하지만 그런대로 크게 이상하진않은거같아서 그냥 매고 다니려합니다.
2021.05.05,수납 공간도 넉넉하고 가벼워서 마음에 듭니다. 출퇴근용으로 쓰려구요.
2021.05.02,칼하트 많이 매고 다녀서 샀는데 역시 칼하트네요
2021.04.28,사이즈 적당하고 가방 튼튼하고 디자인 맘에 들고 아주 좋아요
2021.04.24,사이즈도 크고 안에 수납공간도 많고 디자인도 데일리로 좋아요
2021.04.23,사진에사 보이는 것 만큼 적당한 크기에 적당한 색감이에요 만족해요
2021.04.19,맥북 에어 넣기 좋고 노트북 가방으로도 유용해요 수납공간 짱큼
2021.04.18,동생 입학 선물로 사줬는데 엄청 마음에 들오해요
2021.04.16,넉넉해서 많이 들어가고 노트북 칸이 두개라 패드도 따로 수납 가능한게 좋네요
2021.04.08,사진으로 나온것보다 조금 더 어두운 갈색입니다. 바지나 신발에 비슷한 톤의 브라운컬러 매치해서 톤온톤코디하면 예뻐요
2021.04.08,"생각 보다 약간 작은듯? 했지만
그래도 많이 넣고 다닐 생각은 아니라
괜찮은거 같습니다
할인가로 사는게 적당한것 같아요!"
2021.04.07,가방 들고 다니기 편하고 넉넉하고 예쁘네요 좋습니다
2021.04.05,모양이 넘 기엽고 학교 다니기에 메고 다니기 좋네요
2021.04.04,전에 쓰던 가방이 너무 낡아서 새로 샀는데 너무 마음에 들어요! 수납공간도 넓고! 최고
2021.04.01,심플하니 너무 예뻐요. 아이가 무척 만족해합니다~
2021.03.31,처음엔 작아보이는데 막상 넣어보면 다 들어가서 좋네요!
2021.03.22,"너무 가볍고 디자인 자체도 너무 심플하니 이뻐요~
수납공간도 넓어서 좋아요"
2021.03.20,작년부터 계속 살려고 벼르고있었는데 드디어 사게되서 너무좋아요
2021.03.20,생각했던 것보다 컸지만 그래도 여기저기 잘 쓰일 것 같네요
2021.03.18,옆에 달린 주머니 유용하고 수납공간이 많지는 않지만 여유있게 쓸수있는 정도
2021.03.10,역시 칼하트 !! 너무 이쁘게 잘 사용하고 있습니다 수납 공간도 깔끔해요 꼭 사세요 ㅠㅜ
2021.03.07,동생 선물해줬는데 생각보다 크진 않았어요. 그래도 깔끔하고 수납공간 좋아서 만족합니다!
